county,state,season,latitude,longitude,date,classification,temperature_high,temperature_mid,temperature_low,dew_point,humidity,cloud_cover,moon_phase,precip_intensity,precip_probability,pressure,visibility,wind_bearing,wind_speed,condition_Clear,condition_Overcast,condition_partially_cloudy,condition_Rain,condition_Snow
Maricopa County,Arizona,Spring,33.3785,-112.6432,1940-05-20,Class A,105.0,93.0,79.0,41.6,17.1,5.3,1.0,0.0,0.0,1008.8,9.9,229.9,13.0,1,0,0,0,0
Mohave County,Arizona,Summer,34.55,-113.46,1938-08-27,Class B,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Navajo County,Arizona,Summer,34.27139,-110.0632,1937-08-28,Class B,63.0,56.0,48.0,40.6,63.2,68.3,1.0,0.26,100.0,1011.4,8.4,170.3,12.8,0,0,1,1,0
Navajo County,Arizona,Winter,34.0425,-110.4829,1945-12-10,Class B,57.0,38.0,21.0,14.6,44.1,0.0,1.0,0.0,0.0,1016.9728384991843,9.8,357.8,9.2,1,0,0,0,0
Navajo County,Arizona,Spring,34.1,-110.165,1937-04-15,Class A,50.0,38.0,27.0,17.7,46.3,0.0,0.25,0.0,0.0,1016.9728384991843,9.9,347.3,15.4,1,0,0,0,0
Navajo County,Arizona,Spring,34.0,-110.0,1939-05-09,Class A,80.0,61.0,34.0,16.6,19.9,0.0,1.0,0.0,0.0,1016.9728384991843,9.8,188.9,20.8,1,0,0,0,0
Navajo County,Arizona,Spring,34.285,-110.11,1940-04-02,Class A,74.0,60.0,43.0,25.9,30.1,6.8,0.75,0.0,0.0,1007.5,9.9,203.0,29.7,1,0,0,0,0
Baxter County,Arkansas,Summer,36.36,-92.55472,1942-07-27,Class B,89.0,80.0,71.0,66.5,63.9,52.1,0.0,0.09246594778660613,100.0,1010.8,10.5,206.6,18.3,0,0,1,0,0
Baxter County,Arkansas,Spring,36.33528,-92.385,1949-03-17,Class A,81.0,72.0,65.0,58.9,64.2,73.3,0.5,0.09246594778660613,100.0,1016.9728384991843,9.9,89.8,6.7,0,0,1,0,0
Baxter County,Arkansas,Summer,36.37139,-92.25139,1944-07-19,Class B,89.0,78.0,70.0,69.2,76.2,28.2,0.75,0.09246594778660613,100.0,1015.8,9.4,8.1,10.9,0,0,1,0,0
Baxter County,Arkansas,Winter,36.37399,-92.27071,1941-01-07,Class A,56.0,47.0,35.0,39.3,73.7,43.6,0.75,0.09246594778660613,100.0,1008.0,9.8,169.0,18.2,0,0,1,0,0
Baxter County,Arkansas,Winter,36.38605,-92.30614,1945-01-18,Class A,40.0,34.0,30.0,23.7,67.8,67.5,0.75,0.01,100.0,1025.7,7.3,23.5,9.7,0,0,1,1,1
Benton County,Arkansas,Spring,36.34167,-93.94583,1944-03-22,Class A,77.0,66.0,54.0,55.1,67.5,74.1,0.25,0.09246594778660613,100.0,1016.9728384991843,8.8,217.1,13.9,0,0,1,0,0
Benton County,Arkansas,Fall,36.18333,-94.44694,1944-09-15,Class A,63.0,52.0,41.0,28.8,42.8,0.3,0.5,0.0,0.0,1021.0,9.9,62.9,9.1,1,0,0,0,0
Carroll County,Arkansas,Spring,36.3025,-93.448,1937-04-09,Class A,74.0,58.0,44.0,33.4,41.2,2.9,0.0,0.0,0.0,1024.8,19.4,215.6,10.3,1,0,0,0,0
Carroll County,Arkansas,Summer,36.34389,-93.76,1940-06-30,Class B,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Clark County,Arkansas,Summer,39.376484600389865,-97.37305127192984,1948-08-23,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Cleveland County,Arkansas,Summer,39.376484600389865,-97.37305127192984,1948-08-28,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Crittenden County,Arkansas,Winter,35.14639,-90.18444,1950-01-01,Class B,76.0,60.0,44.0,43.0,56.2,0.0,0.25,0.0,0.0,1021.1,12.5,139.0,10.8,1,0,0,0,0
Crittenden County,Arkansas,Summer,35.738,-90.1355,1940-06-30,Class A,86.0,76.0,71.0,69.2,78.8,44.2,0.75,0.621,100.0,1015.9,7.9,156.1,12.6,0,0,1,1,0
Cochise County,Arizona,Winter,31.63,-110.177,1942-02-23,Class B,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Apache County,Arizona,Fall,36.54165,-109.29,1942-10-31,Class A,0.0,0.0,0.0,-6.316486965325231,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Ventura County,California,Summer,39.376484600389865,-97.37305127192984,1937-07-30,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Tulare County,California,Fall,36.10222,-118.8489,1938-09-13,Class A,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Tehama County,California,Fall,40.33556,-121.9139,1937-10-12,Class A,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Sutter County,California,Summer,39.205,-121.58,1945-08-13,Class A,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Stanislaus County,California,Fall,37.39555,-121.4871,1939-10-18,Class A,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Sonoma County,California,Spring,39.376484600389865,-97.37305127192984,1942-05-08,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,41.82417,-122.9958,1942-08-28,Class A,81.0,72.0,64.0,60.3,70.8,35.9,0.75,0.09246594778660613,100.0,1015.8,9.0,286.4,9.2,0,0,1,0,0
Santa Barbara County,California,Spring,34.73389,-119.9254,1949-03-13,Class A,68.0,57.0,50.0,44.8,64.9,5.2,0.75,0.0,0.0,1014.2,18.1,299.5,21.7,1,0,0,0,0
San Luis Obispo County,California,Summer,35.665,-120.55,1944-07-20,Class A,102.0,74.0,57.0,53.5,54.3,0.0,0.5,0.0,0.0,1012.0,19.3,240.0,20.6,1,0,0,0,0
San Diego County,California,Fall,39.376484600389865,-97.37305127192984,1948-09-11,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
San Diego County,California,Summer,39.376484600389865,-97.37305127192984,1942-07-25,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
San Diego County,California,Winter,32.71528,-117.1564,1945-02-15,Class C,75.0,63.0,55.0,53.0,71.1,70.1,0.5,0.0,0.0,1017.0,7.1,315.7,12.9,0,0,1,0,0
San Diego County,California,Spring,39.376484600389865,-97.37305127192984,1946-04-21,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
San Diego County,California,Summer,33.32237,-116.8782,1947-08-27,Class B,83.0,72.0,64.0,55.4,58.2,57.7,0.0,0.0,0.0,1013.3,9.7,231.9,9.8,0,0,1,0,0
San Diego County,California,Summer,33.2675,-116.8625,1937-06-20,Class A,73.0,68.0,66.0,57.3,68.6,76.8,0.5,0.0,0.0,1009.3,8.4,187.0,11.4,0,0,1,0,0
San Diego County,California,Summer,39.376484600389865,-97.37305127192984,1937-08-28,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
San Diego County,California,Summer,32.81075,-116.4208,1942-07-26,Class B,80.0,70.0,62.0,60.8,75.0,43.0,0.0,0.006,100.0,1013.1,8.8,279.7,10.6,0,0,1,1,0
San Diego County,California,Fall,33.03662,-116.5645,1943-09-28,Class B,82.0,64.0,46.0,42.3,50.6,1.9,0.75,0.0,0.0,1011.5,9.7,337.6,12.4,1,0,0,0,0
Santa Barbara County,California,Fall,34.60665,-120.0023,1949-09-29,Class B,80.0,64.0,51.0,51.0,66.6,2.3,1.0,0.0,0.0,1009.4,9.5,227.7,10.8,1,0,0,0,0
Santa Cruz County,California,Spring,37.055,-121.845,1944-03-06,Class B,80.0,64.0,51.0,51.0,66.6,2.3,1.0,0.0,0.0,1009.4,9.5,227.7,10.8,1,0,0,0,0
Santa Cruz County,California,Fall,38.4906,-121.7138,1948-11-27,Class A,69.0,61.0,53.0,50.9,72.6,61.9,0.0,0.0,0.0,1014.5,10.8,193.9,14.0,0,0,1,0,0
Santa Cruz County,California,Spring,37.0,-121.7,1948-04-10,Class A,66.0,58.0,54.0,50.4,75.7,51.8,0.75,0.0,0.0,1015.9,9.9,261.4,12.4,0,0,1,0,0
Shasta County,California,Spring,40.8333,-122.6417,1949-04-16,Class B,68.0,54.0,40.0,40.0,60.1,78.8,0.5,0.09246594778660613,100.0,1016.7,13.7,148.0,13.6,0,0,1,0,0
Shasta County,California,Spring,40.8875,-122.3775,1944-03-24,Class A,107.0,82.0,59.0,45.1,30.7,94.4,0.75,0.787,100.0,1016.2,30.7,156.1,11.4,0,1,0,1,0
Shasta County,California,Fall,40.63556,-122.7325,1940-09-28,Class A,90.0,76.0,65.0,48.2,39.0,18.4,0.0,0.0,0.0,1014.5,39.1,339.9,18.8,1,0,0,0,0
Shasta County,California,Summer,39.376484600389865,-97.37305127192984,1941-07-30,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Summer,40.755,-122.33,1940-08-11,Class B,91.0,77.0,59.0,49.4,40.9,0.2,0.25,0.0,0.0,1009.7,35.7,181.3,16.1,1,0,0,0,0
Shasta County,California,Summer,39.376484600389865,-97.37305127192984,1942-06-30,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Fall,39.376484600389865,-97.37305127192984,1937-09-05,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Fall,39.376484600389865,-97.37305127192984,1938-09-04,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Summer,40.45787,-121.8765,1946-07-07,Class B,100.0,84.0,66.0,56.5,45.1,51.9,0.0,0.0,0.0,1010.4,45.0,335.7,10.9,0,0,1,0,0
Shasta County,California,Summer,39.376484600389865,-97.37305127192984,1945-06-11,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Summer,40.4925,-121.8881,1947-07-02,Class B,97.0,81.0,62.0,50.1,37.7,5.7,0.75,0.0,0.0,1013.8,47.8,155.8,16.0,1,0,0,0,0
Shasta County,California,Winter,40.58667,-122.3906,1942-12-28,Class B,57.0,41.0,29.0,34.9,82.9,43.9,1.0,0.0,0.0,1022.8,37.3,353.8,7.0,0,0,1,0,0
Shasta County,California,Fall,40.88,-121.675,1949-09-27,Class B,85.0,70.0,56.0,48.8,53.3,49.6,0.25,0.043,100.0,1012.5,27.4,150.9,7.7,0,0,1,1,0
Shasta County,California,Fall,40.92911,-121.6156,1949-09-28,Class A,90.0,72.0,56.0,38.8,33.4,0.0,0.5,0.261,100.0,1015.2,42.7,335.6,9.3,0,0,0,1,0
Shasta County,California,Summer,40.75,-122.1667,1944-07-21,Class A,97.0,82.0,65.0,53.8,41.6,0.7,0.5,0.0,0.0,1014.0,9.9,170.0,9.5,1,0,0,0,0
Shasta County,California,Fall,39.376484600389865,-97.37305127192984,1946-09-23,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Winter,40.7974,-122.278,1940-12-13,Class A,62.0,51.0,41.0,34.3,53.6,42.7,0.75,0.0,0.0,1017.5,9.9,296.6,8.2,0,0,1,0,0
Shasta County,California,Summer,39.376484600389865,-97.37305127192984,1948-06-03,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Shasta County,California,Summer,40.53806,-121.7314,1938-08-19,Class B,98.0,84.0,69.0,57.5,43.5,5.9,0.75,0.0,0.0,1010.5,9.0,180.4,16.3,1,0,0,0,0
Shasta County,California,Spring,40.75,-122.1675,1949-05-16,Class B,71.0,57.0,44.0,33.6,44.2,0.0,0.75,0.0,0.0,1018.2,9.9,316.8,8.2,1,0,0,0,0
Shasta County,California,Winter,40.4999,-121.9167,1942-12-22,Class B,52.0,48.0,39.0,45.4,92.0,74.6,0.25,0.152,100.0,1018.5,5.8,232.4,14.8,0,0,1,1,0
Shasta County,California,Summer,40.8833,-122.2333,1949-07-04,Class B,90.0,74.0,58.0,39.9,32.7,0.0,1.0,0.0,0.0,1014.3,9.9,169.9,9.6,1,0,0,0,0
Shasta County,California,Summer,40.7333,-122.6667,1938-07-22,Class A,56.0,46.0,32.0,25.7,46.9,24.6,0.0,0.0,0.0,1020.8,9.9,300.6,9.5,0,0,1,0,0
Shasta County,California,Winter,40.5835,-122.553,1939-01-03,Class B,58.0,48.0,39.0,35.8,64.6,10.7,1.0,0.0,0.0,1022.1,9.9,345.0,5.8,1,0,0,0,0
Shasta County,California,Summer,40.7729,-122.1024,1943-07-30,Class B,96.0,85.0,72.0,51.6,33.7,0.0,0.75,0.0,0.0,1012.0,9.9,141.5,16.8,1,0,0,0,0
Shasta County,California,Summer,40.64289,-121.8214,1945-06-02,Class A,98.0,80.0,64.0,52.0,41.8,0.0,0.75,0.0,0.0,1008.3,8.7,162.0,11.8,1,0,0,0,0
Shasta County,California,Summer,40.59781,-121.6476,1939-07-30,Class B,102.0,87.0,67.0,36.7,20.7,0.0,0.75,0.0,0.0,1012.3,9.9,171.5,13.4,1,0,0,0,0
Sierra County,California,Spring,39.376484600389865,-97.37305127192984,1937-03-05,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Sierra County,California,Summer,39.376484600389865,-97.37305127192984,1940-07-05,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Sierra County,California,Summer,39.5575,-120.8294,1946-07-22,Class B,73.0,67.0,62.0,46.3,48.1,14.6,0.75,0.0,0.0,1010.6,9.9,228.1,12.8,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1943-08-05,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Fall,41.42806,-122.3839,1945-11-03,Class A,73.0,67.0,62.0,46.3,48.1,14.6,0.75,0.0,0.0,1010.6,9.9,228.1,12.8,1,0,0,0,0
Siskiyou County,California,Spring,41.75,-123.35,1947-03-30,Class A,73.0,67.0,62.0,46.3,48.1,14.6,0.75,0.0,0.0,1010.6,9.9,228.1,12.8,1,0,0,0,0
Siskiyou County,California,Summer,41.31917,-123.1778,1939-07-14,Class B,75.0,66.0,57.0,54.4,66.2,93.9,0.5,0.152,100.0,1014.3,19.7,315.1,10.2,0,1,0,1,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1948-08-12,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Spring,39.376484600389865,-97.37305127192984,1939-03-17,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1941-07-19,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Winter,41.75,-123.35,1946-02-02,Class A,48.0,40.0,34.0,34.3,81.1,58.3,0.0,0.004,100.0,1020.0,15.6,356.8,9.0,0,0,1,1,0
Siskiyou County,California,Summer,41.72944,-122.6361,1945-07-23,Class B,96.0,76.0,55.0,41.7,31.8,0.0,0.25,0.0,0.0,1014.8,19.7,352.4,16.1,1,0,0,0,0
Siskiyou County,California,Summer,41.23598,-123.292,1938-06-26,Class B,68.0,60.0,52.0,58.1,92.3,51.6,0.75,0.0,0.0,1017.9,11.9,88.0,10.3,0,0,1,0,0
Siskiyou County,California,Summer,41.28996,-123.056,1945-08-07,Class A,96.0,76.0,57.0,49.1,42.0,0.0,0.5,0.0,0.0,1020.8,9.8,29.3,7.0,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1939-08-15,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,1.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1947-08-30,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Spring,41.45833,-122.4306,1938-05-28,Class A,39.0,32.0,25.0,20.9,65.4,61.6,0.75,0.0,0.0,1021.3,9.9,337.2,10.3,0,0,1,0,0
Siskiyou County,California,Summer,41.3657,-123.1317,1945-06-10,Class A,91.0,74.0,54.0,47.4,43.2,0.0,0.75,0.09246594778660613,100.0,1017.1,9.9,358.9,19.6,1,0,0,0,0
Siskiyou County,California,Summer,41.21361,-122.2703,1944-08-31,Class A,83.0,67.0,47.0,45.1,47.1,1.3,0.75,0.0,0.0,1017.0,9.9,36.2,14.7,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1939-06-04,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Winter,39.376484600389865,-97.37305127192984,1943-01-21,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Fall,39.376484600389865,-97.37305127192984,1939-09-01,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Fall,39.376484600389865,-97.37305127192984,1943-09-16,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1948-06-24,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1942-08-29,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Spring,39.376484600389865,-97.37305127192984,1950-05-09,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Summer,41.8111,-123.375,1941-07-21,Class B,94.0,73.0,59.0,51.0,50.5,23.2,0.75,0.0,0.0,1017.0,9.1,328.1,14.3,0,0,1,0,0
Siskiyou County,California,Summer,41.8333,-123.1668,1949-08-13,Class A,95.0,71.0,50.0,31.2,26.7,0.0,0.0,0.0,0.0,1015.3,9.9,345.6,8.8,1,0,0,0,0
Siskiyou County,California,Summer,39.376484600389865,-97.37305127192984,1938-06-28,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Spring,41.98645,-123.1749,1937-05-14,Class A,74.0,61.0,53.0,52.7,75.0,47.3,0.5,0.122,100.0,1013.4,9.5,93.4,16.0,0,0,1,1,0
Siskiyou County,California,Spring,41.65925,-123.4498,1947-04-24,Class A,55.0,50.0,46.0,41.6,71.7,0.0,0.25,0.0,0.0,1015.4,8.6,337.8,28.4,1,0,0,0,0
Siskiyou County,California,Spring,39.376484600389865,-97.37305127192984,1947-03-08,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Siskiyou County,California,Winter,41.845,-122.575,1949-12-13,Class A,49.0,31.0,16.0,15.4,58.9,2.6,0.25,0.0,0.0,1031.4,9.7,209.6,7.9,1,0,0,0,0
Sonoma County,California,Summer,38.51639,-123.24,1945-08-15,Class B,94.0,68.0,55.0,52.9,61.2,41.2,0.0,0.0,0.0,1011.2,18.2,142.1,14.8,0,0,1,0,0
Sonoma County,California,Summer,38.415,-122.585,1945-08-05,Class B,98.0,78.0,61.0,51.3,43.7,7.5,0.75,0.0,0.0,1012.7,24.9,246.8,12.8,1,0,0,0,0
Sonoma County,California,Fall,38.25583,-122.5833,1949-11-06,Class A,52.0,40.0,30.0,27.2,62.4,58.8,0.5,0.0,0.0,1023.1,7.7,62.6,7.0,0,0,1,0,0
Sonoma County,California,Summer,38.83996,-123.0585,1950-06-10,Class A,88.0,67.0,55.0,52.0,63.6,22.2,1.0,0.0,0.0,1012.2,8.9,125.0,11.4,0,0,1,0,0
Stanislaus County,California,Summer,37.475,-121.07,1941-06-27,Class A,88.0,67.0,55.0,52.0,63.6,22.2,1.0,0.0,0.0,1012.2,8.9,125.0,11.4,0,0,1,0,0
Tehama County,California,Winter,39.92778,-122.1781,1940-01-15,Class A,82.0,66.0,55.0,50.2,60.0,34.1,0.75,0.0,0.0,1016.5,14.4,326.4,8.1,0,0,1,0,0
Tehama County,California,Summer,40.0625,-123.2208,1940-06-12,Class B,53.0,50.0,49.0,48.9,95.5,100.0,0.75,0.09246594778660613,100.0,1015.1,11.6,180.0,5.6,0,1,0,0,0
Tehama County,California,Summer,39.376484600389865,-97.37305127192984,1945-07-17,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Tehama County,California,Summer,39.376484600389865,-97.37305127192984,1938-07-22,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Winter,40.20556,-123.4908,1939-12-30,Class B,53.0,50.0,49.0,48.9,95.5,100.0,0.75,0.09246594778660613,100.0,1015.1,11.6,180.0,5.6,0,1,0,0,0
Trinity County,California,Summer,39.376484600389865,-97.37305127192984,1945-06-17,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Summer,39.376484600389865,-97.37305127192984,1948-07-15,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.25,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Summer,39.376484600389865,-97.37305127192984,1939-06-29,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.5,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Fall,39.376484600389865,-97.37305127192984,1937-10-25,Class B,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Fall,40.9913,-122.8719,1944-09-20,Class B,84.0,66.0,50.0,37.7,37.7,0.0,0.75,0.0,0.0,1018.9,14.9,344.1,8.1,1,0,0,0,0
Trinity County,California,Summer,40.6789,-122.8055,1944-08-30,Class A,89.0,78.0,67.0,58.0,51.2,0.9,0.75,0.0,0.0,1012.0,31.6,174.4,13.0,1,0,0,0,0
Trinity County,California,Summer,39.376484600389865,-97.37305127192984,1942-07-04,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Spring,39.376484600389865,-97.37305127192984,1940-04-11,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.0,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
Trinity County,California,Spring,39.376484600389865,-97.37305127192984,1940-05-01,Class A,66.0,57.0,47.0,50.553003527117475,68.41756517337384,45.26552424473217,0.75,0.09246594778660613,100.0,1016.9728384991843,10.379775280898876,198.56520859671303,12.624558749369642,1,0,0,0,0
